OrderNum,EmpID ,Employee Name,Employee Job Title,Sales Region,OrderDate,OrderType,CustomerType,CustID,CustName,CustState,ProdCategory,ProdNumber,ProdName,Quantity,Price,Order Total
1105004,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2019-12-03,Retail,Individual,1167,Jethro Breagan,Louisiana,Olive Oil,OO203,Garlic Extra Virgin Olive Oil 2pk,4,45.0,180.0
1105012,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2019-12-04,Retail,Individual,1538,Myrtia Scupham,Texas,Olive Oil,OO601,Extra Virgin Olive Oil - Bold 6pk,3,114.0,342.0
1105005,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2019-12-04,Retail,Individual,1583,Georgianna Harrild,Texas,Olive Oil,OO207,Basil Extra Virgin Olive Oil 2pk,2,45.0,90.0
1105044,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2019-12-10,Retail,Individual,1787,Cilka Bonifant,Texas,Olive Oil,OO204,Lemon Extra Virgin Olive Oil 2pk,2,45.0,90.0
1105047,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2019-12-10,Retail,Individual,3660,Ilise Wasiela,Texas,Olive Oil,OO204,Lemon Extra Virgin Olive Oil 2pk,1,45.0,45.0
1105049,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2019-12-11,Retail,Individual,1671,Viv Frankton,Louisiana,Bath products,BP104,Lavender and Olive Oil Bar Soap 3pk,3,14.5,43.5
1105097,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2019-12-18,Retail,Individual,3542,Dean Wharin,Oklahoma,Bath products,BP502,Vanilla and Olive Oil Candle,3,6.99,20.97
1105155,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2019-12-28,Retail,Individual,3692,Lucila Aylward,Texas,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,3,123.0,369.0
1105172,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2019-12-29,Retail,Individual,3765,Lolita Dreschler,Arkansas,Olive Oil,OO204,Lemon Extra Virgin Olive Oil 2pk,1,45.0,45.0
1105185,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-01-01,Retail,Individual,2206,Abey Jacquemard,Texas,Bath products,BP502,Vanilla and Olive Oil Candle,3,6.99,20.97
1105245,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-01-08,Retail,Individual,2253,Far Pow,Mississippi,Bath products,BP501,Vanilla and Olive Bath Salts,3,8.5,25.5
1105246,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-01-08,Retail,Individual,1268,Skippie Anthill,Texas,Bath products,BP105,Lavender and Olive Oil Lotion,4,9.99,39.96
1105247,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-01-09,Retail,Individual,4003,Calla Bonhan,Missouri,Bath products,BP302,Mandarin and Olive Candle,2,6.99,13.98
1105260,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-01-10,Retail,Individual,2523,Gan Philipsson,Oklahoma,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,4,234.0,936.0
1105303,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-01-19,Retail,Individual,1643,Pollyanna Stonehewer,Texas,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,1,234.0,234.0
1105318,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-01-20,Retail,Individual,4003,Calla Bonhan,Missouri,Bath products,BP303,Mandarin and Olive Oil Bar Soap,4,5.99,23.96
1105359,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-01-26,Retail,Individual,2539,Gipsy MacLeod,Texas,Olive Oil,OO302,Chili Extra Virgin Olive Oil,3,26.0,78.0
1105403,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-02-02,Retail,Individual,1167,Jethro Breagan,Louisiana,Olive Oil,OO203,Garlic Extra Virgin Olive Oil 2pk,1,45.0,45.0
1105491,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-02-14,Retail,Individual,1671,Viv Frankton,Louisiana,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,2,114.0,228.0
1105521,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-02-19,Wholesale,Business,4083,Swift Inc,Texas,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,3,234.0,702.0
1105541,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-02-22,Wholesale,Business,2651,Fadel Inc,Oklahoma,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,4,234.0,936.0
1105560,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-02-25,Retail,Individual,1538,Myrtia Scupham,Texas,Olive Oil,OO603,Extra Virgin Olive Oil - Delicate 6pk,2,114.0,228.0
1105593,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-02-29,Retail,Individual,3050,Damian Murcutt,Texas,Gift Basket,GB106,Basil EVOO Gift Basket,4,75.0,300.0
1105601,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-03-02,Retail,Individual,1255,Christiano Tuson,Louisiana,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,1,114.0,114.0
1105655,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-03-09,Retail,Individual,1984,Jewel Prandoni,Texas,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,2,123.0,246.0
1105682,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-03-13,Retail,Individual,3896,Devlin Nock,Texas,Bath products,BP103,Lavender and Olive Oil Bar Soap,4,5.99,23.96
1105691,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-03-14,Retail,Individual,1594,Kellen Mochan,Texas,Gift Basket,GB300,Deluxe Bath Gift Basket,3,115.0,345.0
1105736,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-03-21,Retail,Individual,1333,Shaine McGrann,Texas,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,4,114.0,456.0
1105779,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-03-25,Wholesale,Business,4083,Swift Inc,Texas,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,4,234.0,936.0
1105853,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-04-05,Retail,Individual,1928,Zonnya Machon,Arkansas,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,2,70.0,140.0
1105955,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-04-22,Wholesale,Business,3709,Gerhold Inc,Texas,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,1,234.0,234.0
1106021,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-05-04,Retail,Individual,1329,Blondie Maseres,Oklahoma,Olive Oil,OO601,Extra Virgin Olive Oil - Bold 6pk,3,114.0,342.0
1106071,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-05-11,Retail,Individual,1859,Kristofer Kneath,Texas,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,1,24.5,24.5
1106091,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-05-13,Retail,Individual,1913,Tann Angear,Oklahoma,Olive Oil,OO207,Basil Extra Virgin Olive Oil 2pk,3,45.0,135.0
1106149,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-05-19,Retail,Individual,1333,Shaine McGrann,Texas,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,3,123.0,369.0
1106172,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-05-23,Retail,Individual,3186,Granny Matevosian,Missouri,Bath products,BP501,Vanilla and Olive Bath Salts,4,8.5,34.0
1106215,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-05-30,Wholesale,Business,4090,Hilll Group,Texas,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,5,234.0,1170.0
1106262,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-06-05,Retail,Individual,1643,Pollyanna Stonehewer,Texas,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,4,123.0,492.0
1106398,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-06-25,Retail,Individual,3692,Lucila Aylward,Texas,Bath products,BP104,Lavender and Olive Oil Bar Soap 3pk,4,14.5,58.0
1106402,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-06-26,Retail,Individual,4096,Mia Walkden,Texas,Olive Oil,OO304,Extra Virgin Olive Oil - Medium,4,24.5,98.0
1106567,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-07-14,Retail,Individual,1928,Zonnya Machon,Arkansas,Olive Oil,OO207,Basil Extra Virgin Olive Oil 2pk,4,45.0,180.0
1106586,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-07-17,Retail,Individual,1329,Blondie Maseres,Oklahoma,Gift Basket,GB303,Scented Olive Oil Lotion Gift Basket,1,27.0,27.0
1106684,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-07-29,Wholesale,Business,2651,Fadel Inc,Oklahoma,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,2,234.0,468.0
1106703,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-08-01,Wholesale,Business,3709,Gerhold Inc,Texas,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,4,234.0,936.0
1106712,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-08-02,Retail,Individual,1809,Lanni D'Ambrogi,Missouri,Bath products,BP105,Lavender and Olive Oil Lotion,1,9.99,9.99
1106741,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-08-06,Retail,Individual,1991,Richy Mateiko,Texas,Olive Oil,OO308,Basil Extra Virgin Olive Oil,4,26.0,104.0
1106753,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-08-08,Retail,Individual,1255,Christiano Tuson,Louisiana,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,3,45.0,135.0
1106767,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-08-10,Retail,Individual,1663,Cally Roughley,Mississippi,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,3,16.75,50.25
1106778,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-08-11,Wholesale,Business,3612,Borer LLC,Texas,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,6,234.0,1404.0
1106896,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-08-28,Retail,Individual,1663,Cally Roughley,Mississippi,Gift Basket,GB106,Basil EVOO Gift Basket,3,75.0,225.0
1106905,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-08-29,Retail,Individual,3654,Gabriel Polini,Texas,Bath products,BP500,Vanilla and Olive Oil Body Soap,4,7.45,29.8
1106904,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-08-29,Retail,Individual,1333,Shaine McGrann,Texas,Gift Basket,GB303,Scented Olive Oil Lotion Gift Basket,1,27.0,27.0
1106956,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-09-05,Retail,Individual,3050,Damian Murcutt,Texas,Olive Oil,OO204,Lemon Extra Virgin Olive Oil 2pk,1,45.0,45.0
1107033,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-09-17,Retail,Individual,1991,Richy Mateiko,Texas,Olive Oil,OO603,Extra Virgin Olive Oil - Delicate 6pk,3,114.0,342.0
1107082,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-09-23,Retail,Individual,1787,Cilka Bonifant,Texas,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,2,123.0,246.0
1107108,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-09-28,Wholesale,Business,2402,Daugherty Group,Texas,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,13,234.0,3042.0
1107126,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-10-01,Retail,Individual,2013,Rourke Bernardt,Texas,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,3,234.0,702.0
1107133,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-10-02,Retail,Individual,3050,Damian Murcutt,Texas,Bath products,BP301,Mandarin and Olive Bath Salts,3,8.5,25.5
1107150,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-10-04,Retail,Individual,1976,Erik Grinley,Louisiana,Bath products,BP305,Mandarin and Olive Oil Lotion,4,9.99,39.96
1107176,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-10-09,Retail,Individual,4037,Sheena Steuhlmeyer,New Mexico,Bath products,BP101,Lavender and Olive Bath Salts,3,8.5,25.5
1107183,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-10-10,Wholesale,Business,3612,Borer LLC,Texas,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,8,234.0,1872.0
1107224,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-10-14,Wholesale,Business,3612,Borer LLC,Texas,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,2,234.0,468.0
1107239,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-10-17,Retail,Individual,4037,Sheena Steuhlmeyer,New Mexico,Bath products,BP504,Vanilla and Olive Oil Bar Soap 3pk,3,14.5,43.5
1107294,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-10-24,Wholesale,Business,2402,Daugherty Group,Texas,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,8,234.0,1872.0
1107306,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-10-27,Retail,Individual,1976,Erik Grinley,Louisiana,Gift Basket,GB100,Organic EVOO Gift Basket,3,70.0,210.0
1107314,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-10-28,Retail,Individual,1307,Levon Bhatia,Oklahoma,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,3,45.0,135.0
1107392,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-11-09,Retail,Individual,1583,Georgianna Harrild,Texas,Bath products,BP305,Mandarin and Olive Oil Lotion,2,9.99,19.98
1107432,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-11-14,Retail,Individual,1274,Marianna Folland,Missouri,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,4,24.5,98.0
1107566,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-12-01,Retail,Individual,2013,Rourke Bernardt,Texas,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,3,24.5,73.5
1107575,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-12-03,Wholesale,Business,2651,Fadel Inc,Oklahoma,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,2,234.0,468.0
1107657,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-12-14,Retail,Individual,2678,Carmine Priestnall,Texas,Bath products,BP300,Mandarin and Olive Body Soap,3,7.45,22.35
1107678,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-12-17,Wholesale,Business,3515,Labadie Inc,Texas,Gift Basket,GB101,Infused EVOO Gift Basket,7,75.0,525.0
1107707,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-12-20,Wholesale,Business,4083,Swift Inc,Texas,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,2,234.0,468.0
1107720,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-12-23,Retail,Individual,3660,Ilise Wasiela,Texas,Bath products,BP302,Mandarin and Olive Candle,4,6.99,27.96
1107733,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-12-24,Retail,Individual,2013,Rourke Bernardt,Texas,Bath products,BP501,Vanilla and Olive Bath Salts,3,8.5,25.5
1107741,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-12-25,Retail,Individual,1913,Tann Angear,Oklahoma,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,4,26.0,104.0
1107743,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-12-26,Retail,Individual,2539,Gipsy MacLeod,Texas,Olive Oil,OO308,Basil Extra Virgin Olive Oil,2,26.0,52.0
1107782,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2020-12-31,Retail,Individual,3366,Marijn Alden,Louisiana,Bath products,BP101,Lavender and Olive Bath Salts,1,8.5,8.5
1107872,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2021-01-14,Retail,Individual,2863,Charmine Eyers,Texas,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,3,16.75,50.25
1107934,900019019,Alexandra Kundt,Senior Sales Associate,S Central East,2021-01-22,Wholesale,Business,2651,Fadel Inc,Oklahoma,Bath products,BP102,Lavender and Olive Candle,4,6.99,27.96
1102878,900018213,Alisha Hendricks,Senior Sales Representative,Central East,2019-02-01,Retail,Individual,1961,Merrel Drawmer,North Carolina,Bath products,BP103,Lavender and Olive Oil Bar Soap,4,5.99,23.96
1102928,900018213,Alisha Hendricks,Senior Sales Representative,Central East,2019-02-08,Retail,Individual,2392,Janaya Cozzi,Maryland,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,1,123.0,123.0
1102966,900018213,Alisha Hendricks,Senior Sales Representative,Central East,2019-02-13,Retail,Individual,4005,Arie Blues,Kentucky,Olive Oil,OO302,Chili Extra Virgin Olive Oil,3,26.0,78.0
1102971,900018213,Alisha Hendricks,Senior Sales Representative,Central East,2019-02-14,Retail,Individual,2408,Glynis Laguerre,North Carolina,Gift Basket,GB103,Lemon EVOO Gift Basket,4,75.0,300.0
1103073,900018213,Alisha Hendricks,Senior Sales Representative,Central East,2019-03-02,Retail,Individual,4032,Marty Tokley,Maryland,Bath products,BP505,Vanilla and Olive Oil Lotion,3,9.99,29.97
1103076,900018213,Alisha Hendricks,Senior Sales Representative,Central East,2019-03-03,Retail,Individual,3965,Annelise Genders,Maryland,Gift Basket,GB100,Organic EVOO Gift Basket,2,70.0,140.0
1103288,900018213,Alisha Hendricks,Senior Sales Representative,Central East,2019-04-04,Retail,Business,2831,Fadel Group,District of Columbia,Bath products,BP503,Vanilla and Olive Oil Bar Soap,2,5.99,11.98
